"","snp","chr","pos","p"
"28262","rs50674526",1,191605005,0.340012533975804
"28263","rs48368732",13,114875243,0.340015701954249
"28264","rs50196575",12,12356204,0.340028504424825
"28265","rs247260717",8,80904721,0.340035428375765
"28266","rs213904565",12,107630180,0.340054211764252
"28267","cfw-17-10414744",17,10414744,0.340069852579203
"28268","cfw-17-71716838",17,71716838,0.340077264267624
"28269","rs230375426",14,94647427,0.340080302998285
"28270","rs27783280",4,48124480,0.340082026024366
"28271","rs30028282",18,38604678,0.340090249318309
"28272","cfw-11-97338724",11,97338724,0.34009111341671
"28273","rs224856854",12,13250751,0.340098390012327
"28274","rs47708388",14,88129020,0.340099815343848
"28275","rs253572574",7,44929954,0.340105859146065
"28276","rs226465571",13,113653364,0.340113239583836
"28277","rs228273837",19,57501431,0.340166091716674
"28278","cfw-1-62942083",1,62942083,0.340188302431751
"28279","rs50004527",17,29719955,0.340197503587244
"28280","rs46790804",1,177007437,0.340199224961272
"28281","rs27538989",4,131601290,0.340210639513178
"28282","rs236249899",19,5865536,0.340215953342398
"28283","rs8259170",3,89231652,0.340219177248204
"28284","rs33836140",1,54112749,0.340232395684111
"28285","rs257999713",12,108520017,0.340257605779728
"28286","rs260457678",1,67501044,0.340261529634299
"28287","cfw-6-140011059",6,140011059,0.340262242207876
"28288","rs244053862",14,35081781,0.340270308914286
"28289","rs30074860",9,102817802,0.340271476848809
"28290","rs229545864",6,101626907,0.34027436110701
"28291","rs48939069",12,112426232,0.34028238056121
"28292","rs230702371",4,120148147,0.34029717633896
"28293","cfw-13-19664153",13,19664153,0.340320799638725
"28294","rs246092072",15,85811686,0.340334022270879
"28295","rs108412786",17,10130887,0.340364343038816
"28296","rs48068030",10,126341628,0.340393738061095
"28297","rs229512441",14,24460300,0.340398697433101
"28298","cfw-11-119443215",11,119443215,0.340435862969324
"28299","rs33363112",5,86493615,0.340458860187353
"28300","rs49693919",17,68607715,0.340461212883058
"28301","rs253335084",13,18134382,0.340467820880996
"28302","rs32982689",7,125415088,0.340470804135244
"28303","rs33839941",13,20786117,0.340494997761308
"28304","rs26842291",11,18827435,0.340501457470754
"28305","rs28214876",4,100354349,0.340513255529166
"28306","rs33463925",5,119622482,0.340530997968868
"28307","rs33174905",9,98640870,0.340538152424644
"28308","rs29496623",13,60682955,0.340560020657638
"28309","cfw-12-81167182",12,81167182,0.340570122850257
"28310","rs26852202",11,32838325,0.340576440610078
"28311","rs243198820",1,53520828,0.340583108324896
"28312","rs47451865",12,28619986,0.340584230622634
"28313","rs49080360",14,84643890,0.340586920324222
"28314","rs221485031",6,13122941,0.340616568480094
"28315","rs239780307",10,85212805,0.340649234316795
"28316","rs32524430",4,118357751,0.340675877670975
"28317","cfw-11-119953577",11,119953577,0.340693397614979
"28318","rs48839983",13,19700080,0.340700993620587
"28319","rs33281002",3,99786152,0.340716226922666
"28320","rs26956264",11,61342296,0.340731365994571
"28321","cfw-17-50062403",17,50062403,0.340747056246559
"28322","rs254874564",3,31296723,0.340765888965462
"28323","rs235706388",8,79360714,0.340809312234638
"28324","cfw-12-114672215",12,114672215,0.340814154026798
"28325","rs47273325",4,140612772,0.340839591957206
"28326","rs46841666",15,78118468,0.340843535478545
"28327","rs51060735",17,5815140,0.340850903205315
"28328","rs27308529",2,156126369,0.340853449836059
"28329","rs46587485",13,4720528,0.340854961377512
"28330","rs28201310",11,71537022,0.340876022482269
"28331","rs49266970",19,24291427,0.34088133943152
"28332","rs108871885",9,92702950,0.340881572543278
"28333","rs37256187",3,143719176,0.34088832160503
"28334","rs38481719",12,108865983,0.340904484278079
"28335","rs247543935",2,164331854,0.340930872912768
"28336","rs230352184",11,55926960,0.340954548901272
"28337","cfw-1-36297122",1,36297122,0.340960432357629
"28338","rs27409206",2,104128958,0.340961703808547
"28339","rs30681512",14,17053509,0.340969710610698
"28340","rs49063883",14,97388520,0.34099650114021
"28341","rs49242873",1,193456369,0.341014283787716
"28342","rs249434990",12,12285682,0.341015327364847
"28343","rs217214663",2,28816472,0.341028411366248
"28344","rs29732225",5,22116523,0.341047687369204
"28345","rs51541477",4,94512736,0.341055614967922
"28346","rs223614333",15,54327244,0.341071142876784
"28347","rs213125815",11,120509741,0.34107214892417
"28348","rs235715049",11,29863458,0.341083993527968
"28349","cfw-17-14714133",17,14714133,0.341086791083069
"28350","rs39038519",14,120732425,0.341118965731766
"28351","rs30632498",12,117329508,0.341136235722438
"28352","rs32160738",7,45900454,0.341136284343833
"28353","rs31814338",15,88185243,0.341137415983925
"28354","rs48464451",10,91282744,0.341143119930602
"28355","rs27551343",4,125874718,0.341157309038538
"28356","rs52671849",15,12889127,0.341194345769336
"28357","rs27590633",4,140505716,0.341210542866479
"28358","cfw-6-97656205",6,97656205,0.341211971361782
"28359","rs33158934",15,34586306,0.341212400596209
"28360","rs30113875",6,9995659,0.341247713449282
"28361","rs51641879",17,34546567,0.341249844375511
"28362","rs254757261",2,19985367,0.341251299292461
"28363","rs52335708",7,114299107,0.341252926675695
"28364","rs30283172",13,77327804,0.341292079755216
"28365","rs225069970",1,61186279,0.341292478814797
"28366","rs239853572",13,48733862,0.341303350380902
"28367","rs38139736",5,125763428,0.341339016398885
"28368","rs46845996",10,85751383,0.341339312810189
"28369","rs108191888",17,90610292,0.341346145865507
"28370","rs262586478",2,27608660,0.341366756348592
"28371","rs46967808",3,98321156,0.341383908671606
"28372","rs237724595",6,97656210,0.341387165806718
"28373","rs28232213",2,25335807,0.341388980068311
"28374","rs250540481",1,34003689,0.341392181905913
"28375","rs241103409",17,28865049,0.341405964772132
"28376","cfw-9-97967808",9,97967808,0.341419906284869
"28377","rs50101039",4,140420645,0.341430126373952
"28378","rs45713753",1,159498070,0.34144427824912
"28379","cfw-6-29469529",6,29469529,0.341466512365866
"28380","rs265553261",13,119409818,0.3414829654312
"28381","rs33806332",13,9038273,0.341485586931359
"28382","rs30544688",6,65278860,0.341489400923286
"28383","cfw-8-84021562",8,84021562,0.341504687557575
"28384","rs50113147",15,60920222,0.341510243257354
"28385","rs36737025",6,35021756,0.341544007785641
"28386","rs49138607",11,84933443,0.341552468395875
"28387","rs228648243",12,54763374,0.341559725204325
"28388","rs48470218",7,18324145,0.341572883473336
"28389","rs48530069",5,123617637,0.341575272086276
"28390","rs51129005",13,78222126,0.341578355600609
"28391","rs263795608",13,8872814,0.341580945957653
"28392","rs29943826",6,53347383,0.341584082004059
"28393","rs236994882",2,139546090,0.341607906124511
"28394","cfw-8-91198056",8,91198056,0.341615491800309
"28395","rs29871729",18,64241474,0.34164049717763
"28396","cfw-2-121372837",2,121372837,0.341662967165164
"28397","rs30513574",6,17206492,0.341663889954491
"28398","rs33712944",1,155576172,0.341671311678765
"28399","rs30257137",1,84386355,0.341672398909438
"28400","rs225875101",3,77480237,0.341731262281593
"28401","rs47641197",8,92082856,0.341758998329531
"28402","rs108312246",17,6861764,0.341760101844912
"28403","rs36561520",19,16963509,0.341806477088312
"28404","cfw-14-10245190",14,10245190,0.341817463874522
"28405","rs36318276",13,19623102,0.34182249885401
"28406","rs220400035",6,132463287,0.341831397922519
"28407","rs31560419",1,172611963,0.341832502767099
"28408","rs225654824",1,167930074,0.341832854024981
"28409","rs46926914",12,113153920,0.341846391370019
"28410","rs47414445",11,104585170,0.341860831358695
"28411","rs260435832",2,158336087,0.341870577011248
"28412","rs30790422",14,29394296,0.341912638182101
"28413","rs32260879",4,87323406,0.341921145741923
"28414","rs257767324",13,24153848,0.341923747039376
"28415","rs29944309",13,35360724,0.341932673671176
"28416","rs37004795",1,23747961,0.341933156907573
"28417","cfw-15-34812773",15,34812773,0.341940510869823
"28418","rs36342462",19,36143755,0.341945650834327
"28419","rs216826830",15,26875356,0.341966181772646
"28420","rs27373792",2,153058441,0.341971483095747
"28421","rs223785656",11,119780764,0.341974989895018
"28422","cfw-1-36410935",1,36410935,0.341987189264329
"28423","rs28291618",4,140807324,0.342020982441809
"28424","rs49066433",11,61593576,0.34203423646327
"28425","rs49361248",13,120303932,0.342041274105563
"28426","rs32744311",8,82372714,0.342059176522936
"28427","rs251990199",5,49829102,0.34208454760178
"28428","rs234126269",5,148353437,0.342085012258978
"28429","rs27781638",4,35211408,0.34209221376508
"28430","rs27198141",2,28112427,0.342125992467602
"28431","rs226807830",11,62564372,0.342143552380459
"28432","rs231859193",13,17857225,0.342159420766747
"28433","rs51568166",3,16152522,0.342168694750491
"28434","rs30777373",7,19341901,0.342171110921141
"28435","rs48143436",7,34997543,0.342177392778399
"28436","rs31463319",7,95748917,0.342184175658056
"28437","rs46370593",8,90187259,0.342194971708298
"28438","rs46212379",12,112685913,0.342198765854062
"28439","rs226929875",5,77819196,0.342204072970859
"28440","rs38195944",9,21305631,0.3422157418668
"28441","rs27290217",2,167294114,0.342220959283717
"28442","cfw-18-85500122",18,85500122,0.342235372217674
"28443","rs30668800",6,71520403,0.342238556262441
"28444","rs27625643",4,140332633,0.342247885397668
"28445","cfw-2-49704923",2,49704923,0.342269162882868
"28446","rs48334568",1,9518103,0.342282768313564
"28447","rs32144627",5,115256170,0.342284917642076
"28448","rs228902659",8,72361189,0.342290874293934
"28449","rs37546181",6,97699144,0.342294505294267
"28450","rs47871481",5,74885863,0.342302961440904
"28451","rs32148485",15,78517965,0.342335957168242
"28452","rs33174259",9,98660367,0.342342498075762
"28453","rs51920417",1,34505223,0.342349792616518
"28454","rs38163031",6,145932273,0.342371010732057
"28455","rs231556339",1,34516891,0.342380738067983
"28456","rs27567835",4,139413435,0.342380991126167
"28457","rs223486952",13,98331054,0.342381398342669
"28458","cfw-8-69912454",8,69912454,0.342393285869896
"28459","rs31977413",8,125339948,0.342405583942558
"28460","rs37636379",10,128389503,0.342416433548669
"28461","rs33597864",3,104785162,0.342420141265188
"28462","rs261727422",6,101530478,0.342429216721463
"28463","cfw-6-148683021",6,148683021,0.342437366062666
"28464","rs50671631",1,34505229,0.342440365483707
"28465","rs37057137",19,44801281,0.342447234750126
"28466","rs259917682",6,23080060,0.34245233789988
"28467","rs230451364",4,83433362,0.342502890164522
"28468","rs214458278",4,33186268,0.342522213978363
"28469","rs228662326",18,57222778,0.342525553887868
"28470","cfw-17-56823853",17,56823853,0.342526730124758
"28471","rs33441405",17,87142306,0.342542096822362
"28472","rs33117225",17,48441526,0.342547873624442
"28473","rs47782523",14,60662563,0.342571253191407
"28474","cfw-12-47200030",12,47200030,0.342585805829417
"28475","cfw-14-72453864",14,72453864,0.342595796421654
"28476","rs254290196",2,155787135,0.342608929531456
"28477","rs47651718",15,34598897,0.342618939626355
"28478","rs49469141",3,98321134,0.342627571996848
"28479","rs36676056",7,110762409,0.342635721514237
"28480","rs49512010",8,31095183,0.342637392723748
"28481","rs259663497",18,25482909,0.342641291007236
"28482","rs215567098",11,45115314,0.342656877594884
"28483","rs29947004",13,31435805,0.342656955516273
"28484","rs249617753",11,120067788,0.342675205262738
"28485","rs47712763",6,18447569,0.342685251971539
"28486","rs50586470",17,33490545,0.342688342293145
"28487","rs245110517",6,101748337,0.342693131398921
"28488","rs31567207",3,96396448,0.342699379223129
"28489","cfw-12-47061879",12,47061879,0.342710569524271
"28490","rs31755852",6,121106238,0.34273466929215
"28491","rs36553093",6,97583162,0.34274230036405
"28492","rs37307126",15,36950751,0.342750894085608
"28493","rs31735445",18,38281715,0.34279575651398
"28494","rs231590870",6,118307123,0.342809550466097
"28495","cfw-1-178920521",1,178920521,0.342815846435808
"28496","rs226241647",14,97204968,0.34285054319669
"28497","rs239333166",8,8410105,0.342862413054982
"28498","rs230260593",1,121804106,0.34287734724164
"28499","rs265364674",17,75697488,0.342903642443757
"28500","rs212624659",5,126765183,0.342917346195202
"28501","cfw-7-18816682",7,18816682,0.342917416879342
"28502","rs47929965",14,94799925,0.342918301199887
"28503","cfw-1-183420223",1,183420223,0.342927766437478
"28504","rs49683837",2,102538469,0.342942904811926
"28505","rs47064441",6,145370544,0.342948314777518
"28506","rs248035519",4,125572298,0.342948529270049
"28507","rs49401454",18,41709212,0.342974678360161
"28508","rs236208710",11,40510024,0.34302996062116
"28509","rs38114628",19,21600246,0.343031140306015
"28510","rs50827355",14,96272160,0.343037784423902
"28511","rs47936896",12,17530125,0.343042620266218
"28512","rs49028883",4,137651353,0.343055704975064
"28513","cfw-14-31654106",14,31654106,0.343064041587362
"28514","rs28270145",2,105012372,0.343074389693932
"28515","rs50186383",13,18012836,0.343095150848314
"28516","rs30288503",9,118245902,0.343101398165396
"28517","rs51444291",12,17306134,0.343103128140223
"28518","cfw-5-75290060",5,75290060,0.343113728031828
"28519","rs51860136",2,155091628,0.343119329048818
"28520","rs224663729",18,38281641,0.343121428919751
"28521","cfw-3-17104607",3,17104607,0.343127720250282
"28522","rs46362542",13,112356016,0.343133965607068
"28523","rs33508429",17,42288066,0.343156520826207
"28524","rs263822821",14,81701634,0.3431837516825
"28525","cfw-12-90587343",12,90587343,0.343184551976282
"28526","rs33449588",17,29342727,0.343201001784004
"28527","rs48920200",1,179729895,0.343217136422376
"28528","rs29146567",12,56519553,0.343219158487599
"28529","rs46446345",18,59127014,0.343222422462645
"28530","rs29243597",13,63114122,0.343229165800749
"28531","rs37353297",10,7118311,0.34327882190577
"28532","rs46249485",12,34953358,0.343284565396091
"28533","rs238677471",6,116995842,0.343285102872668
"28534","rs30677287",14,120685693,0.343287071277285
"28535","rs31952980",4,150133980,0.343297294630265
"28536","cfw-10-82401992",10,82401992,0.343324651899466
"28537","cfw-18-26755455",18,26755455,0.343327522549373
"28538","rs29133344",12,100492250,0.3433452924973
"28539","rs219107415",2,155845413,0.343358468560809
"28540","rs228097309",2,12404466,0.343373958564371
"28541","rs28030789",2,85103393,0.343374609905948
"28542","rs265742428",17,41192825,0.343375318541181
"28543","rs242271518",6,145279829,0.343377653441499
"28544","rs36616931",15,61535685,0.343388625943711
"28545","rs248755427",1,148961013,0.343396029089593
"28546","rs29677559",5,139668550,0.343425236352774
"28547","rs262455423",11,34338751,0.343484437849403
"28548","rs228470039",7,37477678,0.34348902954671
"28549","rs52308956",14,30720815,0.343489431941023
"28550","rs30510154",3,63117724,0.343495361369389
"28551","rs46066546",12,116645719,0.343500465378945
"28552","rs256715896",4,29766545,0.343505833991447
"28553","rs220556936",11,29878000,0.343530940185971
"28554","rs27622964",4,142132430,0.343539589451564
"28555","rs50817204",2,29774070,0.343541161210488
"28556","rs31596832",7,19376447,0.343557365980379
"28557","rs213244178",10,67946146,0.343577324185138
"28558","rs222699212",19,7601455,0.343594449903437
"28559","rs6311803",9,58412173,0.343596202946081
"28560","rs222871900",2,132520266,0.343606317793299
"28561","rs6268380",8,61528501,0.343607548415413
"28562","cfw-1-93577349",1,93577349,0.343611700759668
"28563","rs29445926",11,97713489,0.343612432643261
"28564","rs212141069",5,148353491,0.343638416992235
